url,label,polluted,appliance,raw,name
https://prod.danawa.com/info/?pcode=58849820,genuine,False,True,LG전자,LG전자 트롬 오브제컬렉션 워시타워 W21WAM (일반판매처)
https://prod.danawa.com/info/?pcode=108402053,genuine,False,True,LG전자,LG전자 올레드 evo AI OLED48C6KNA (벽걸이)
https://prod.danawa.com/info/?pcode=97564493,genuine,False,True,삼성전자,삼성전자 비스포크 AI 원바디 WF2522HDEEE (일반판매
https://prod.danawa.com/info/?pcode=75932915,genuine,False,True,삼성전자,삼성전자 비스포크 그랑데AI DV21DG8600BE (일반판매
https://prod.danawa.com/info/?pcode=122660581,genuine,True,False,삼성전자 비스포크 AI,삼성전자 비스포크 AI DW80H73Y1UZ 14인용 빌트인 
https://prod.danawa.com/info/?pcode=85651967,genuine,False,True,LG전자,LG전자 트롬 AI 오브제컬렉션 워시타워 WA2525EGHF 
https://prod.danawa.com/info/?pcode=122627055,genuine,True,False,LG전자 그램북,LG전자 그램북 16U55U-GS5HK (SSD 512GB)
https://prod.danawa.com/info/?pcode=20362526,genuine,True,False,LG전자 통돌이,LG전자 통돌이 T19MX8A (일반판매처)
https://prod.danawa.com/info/?pcode=19813724,genuine,False,True,삼성전자,삼성전자 비스포크 AI 원바디 WF2420HCVVC (일반판매
https://prod.danawa.com/info/?pcode=96259271,genuine,False,True,LG전자,LG전자 QNED AI 75QNED65ABA (무타공 벽걸이)
https://prod.danawa.com/info/?pcode=75933608,genuine,False,True,삼성전자,삼성전자 그랑데 AI WF25DG8650BV + DV21DG8
https://prod.danawa.com/info/?pcode=89526497,genuine,True,True,LG전자 (제조사 웹사이트 바로가기),LG전자 트롬 오브제컬렉션 워시타워 W2520WZM (일반판매
https://prod.danawa.com/info/?pcode=31655570,genuine,True,False,삼성전자 (제조사 웹사이트 바로가기),삼성전자 비스포크 AI 스팀 VR7MD97716G (단품)
https://prod.danawa.com/info/?pcode=19550933,genuine,False,True,LG전자,LG전자 트롬 RH18WTSN (일반판매처)
https://prod.danawa.com/info/?pcode=95203421,genuine,False,True,LG전자,LG전자 QNED AI 75QNED65ABA (벽걸이+사운드바
https://prod.danawa.com/info/?pcode=95203463,genuine,False,True,LG전자,LG전자 QNED AI 75QNED65ABA (스탠드+사운드바
https://prod.danawa.com/info/?pcode=122618146,genuine,True,True,삼성전자 비스포크 AI,삼성전자 비스포크 AI CC80H63S1HS (빌트인)
https://prod.danawa.com/info/?pcode=78307496,genuine,False,True,삼성전자,삼성전자 AI Q9000 AF60F17D11BRS (공식인증 
https://prod.danawa.com/info/?pcode=108406814,genuine,False,True,LG전자,LG전자 올레드 evo AI OLED65G6KNA (스탠드)
https://prod.danawa.com/info/?pcode=19159592,genuine,False,True,삼성전자,삼성전자 비스포크 AI WF25CB8895BE + DV20CB
https://prod.danawa.com/info/?pcode=122628168,genuine,False,True,LG전자,LG전자 휘센 AI 오브제컬렉션 뷰 3시리즈 FQ18GV3EA
https://prod.danawa.com/info/?pcode=107992172,genuine,False,True,쿠쿠전자,쿠쿠전자 AI 트리플 프리존 인덕션 CIR-KS301FB (빌
https://prod.danawa.com/info/?pcode=104939939,genuine,False,True,LG전자,LG전자 오브제컬렉션 코드제로 AI A9 AI958WB
https://prod.danawa.com/info/?pcode=94691054,genuine,False,True,삼성전자,삼성전자 비스포크 AI 원바디 WH90F2520BBHT (일반
https://prod.danawa.com/info/?pcode=78178016,genuine,False,True,LG전자,LG전자 QNED AI 75QNED65ABA (벽걸이)
https://prod.danawa.com/info/?pcode=96711446,genuine,False,True,LG전자,LG전자 트롬 오브제컬렉션 워시타워 W2520WHM (일반판매
https://prod.danawa.com/info/?pcode=122620625,genuine,True,True,삼성전자 비스포크 AI,삼성전자 비스포크 AI CC80H63U1HS (빌트인)
https://prod.danawa.com/info/?pcode=122628171,genuine,False,True,LG전자,LG전자 휘센 AI 오브제컬렉션 뷰 3시리즈 FQ18GV3EA
https://prod.danawa.com/info/?pcode=95203526,genuine,False,True,LG전자,LG전자 QNED AI 75QNED65ABA (스탠드+사운드바
https://prod.danawa.com/info/?pcode=95203442,genuine,False,True,LG전자,LG전자 QNED AI 75QNED65ABA (스탠드+사운드바
https://prod.danawa.com/info/?pcode=75933530,genuine,False,True,삼성전자,삼성전자 그랑데 AI WF21DG6650BW + DV21DG8
https://prod.danawa.com/info/?pcode=93181205,genuine,False,True,LG전자,LG전자 휘센 오브제컬렉션 듀얼호스 PQ08FDWBS
https://prod.danawa.com/info/?pcode=108401885,genuine,False,True,LG전자,LG전자 올레드 evo AI OLED48C6KNA (스탠드)
https://prod.danawa.com/info/?pcode=18698627,genuine,True,False,LG전자 통돌이,LG전자 통돌이 T21MX9A (일반판매처)
